Variant,ConfigName,n,runtime_med,compile_med,size_med,alloca_med,load_med,store_med,gep_med,phi_med,bb_med
B,EXP_DBL_0187,3,2.809959,0.131188,453720,15,74,28,69,699,8
B,EXP_DBL_0188,3,2.728310,0.173924,453720,15,74,28,69,699,8
B,EXP_DBL_0189,3,2.012230,0.130728,453304,15,74,28,69,699,8
B,EXP_DBL_0190,3,2.742592,0.131523,453720,15,74,28,69,699,8
B,EXP_DBL_0191,3,2.682765,0.146918,453720,15,74,28,69,699,8
B,EXP_DBL_0192,3,2.709903,0.131486,453720,15,74,28,69,699,8
B,EXP_DBL_0193,3,2.758229,0.136839,453720,15,74,28,69,699,8
B,EXP_DBL_0194,3,2.727535,0.137500,453720,15,74,28,69,699,8
B,EXP_DBL_0195,3,2.767926,0.215212,453720,15,74,28,69,699,8
B,EXP_DBL_0196,3,2.684398,0.150462,453720,15,74,28,69,699,8
B,EXP_DBL_0197,3,2.721898,0.138850,453720,15,74,28,69,699,8
B,EXP_DBL_0198,3,2.725575,0.138169,453720,15,74,28,69,699,8
B,EXP_DBL_0199,3,2.724640,0.130478,453720,15,74,28,69,699,8
B,EXP_DBL_0200,3,2.678456,0.127393,453720,15,74,28,69,699,8
B,EXP_DBL_0201,3,2.697169,0.145315,453720,15,74,28,69,699,8
B,EXP_DBL_0202,3,2.701007,0.132120,453720,15,74,28,69,699,8
B,EXP_DBL_0203,3,2.729863,0.137907,453720,15,74,28,69,699,8
B,EXP_DBL_0204,3,2.711724,0.134184,453720,15,74,28,69,699,8
B,EXP_DBL_0205,3,2.710327,0.201671,453720,15,74,28,69,699,8
B,EXP_DBL_0206,3,2.767328,0.123101,453720,15,74,28,69,699,8
B,EXP_DBL_0207,3,2.793232,0.145596,453784,15,74,28,69,699,8
B,EXP_DBL_0208,3,2.674799,0.140886,453720,15,74,28,69,699,8
B,EXP_DBL_0209,3,2.697794,0.145114,453720,15,74,28,69,699,8
B,EXP_DBL_0210,3,2.755338,0.132790,453720,15,74,28,69,699,8
